seed,window_index,group,start,true_class,predicted_class,rank,channel,topic,subsystem,abs_shap
0,4344,212,392.0,External Position,External Position,9,cpuload.ram_usage,cpuload,Mechanical/Electrical,0.15219735746338522
0,4344,212,392.0,External Position,External Position,10,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.15051418738213004
0,4345,212,400.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.195685727938513
0,4345,212,400.0,External Position,External Position,2,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.4395539912654026
0,4345,212,400.0,External Position,External Position,3,estimator_status.pos_test_ratio,estimator_status,Global Position,0.2622292049585774
0,4345,212,400.0,External Position,External Position,4,vehicle_vision_position.y,vehicle_vision_position,External Position,0.2428220747926919
0,4345,212,400.0,External Position,External Position,5,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.23150956181911997
0,4345,212,400.0,External Position,External Position,6,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.2268575171456983
0,4345,212,400.0,External Position,External Position,7,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.20199357196986903
0,4345,212,400.0,External Position,External Position,8,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.17229223629872994
0,4345,212,400.0,External Position,External Position,9,cpuload.ram_usage,cpuload,Mechanical/Electrical,0.14725624551069183
0,4345,212,400.0,External Position,External Position,10,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.146140073205243
0,4346,212,408.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.2050528969584493
0,4346,212,408.0,External Position,External Position,2,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.43793924115913674
0,4346,212,408.0,External Position,External Position,3,estimator_status.pos_test_ratio,estimator_status,Global Position,0.2566095292971703
0,4346,212,408.0,External Position,External Position,4,vehicle_vision_position.y,vehicle_vision_position,External Position,0.24621457260224672
0,4346,212,408.0,External Position,External Position,5,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.22876647459755883
0,4346,212,408.0,External Position,External Position,6,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.2042474678881832
0,4346,212,408.0,External Position,External Position,7,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.20334401197544993
0,4346,212,408.0,External Position,External Position,8,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.17303396450204478
0,4346,212,408.0,External Position,External Position,9,cpuload.ram_usage,cpuload,Mechanical/Electrical,0.14675012589067224
0,4346,212,408.0,External Position,External Position,10,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,0.14483211721699546
0,4347,212,416.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.157162220901072
0,4347,212,416.0,External Position,External Position,2,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.43972925153112785
0,4347,212,416.0,External Position,External Position,3,estimator_status.pos_test_ratio,estimator_status,Global Position,0.24969349471791502
0,4347,212,416.0,External Position,External Position,4,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.22636257034818968
0,4347,212,416.0,External Position,External Position,5,vehicle_vision_position.y,vehicle_vision_position,External Position,0.21863529686163632
0,4347,212,416.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.21437239556116308
0,4347,212,416.0,External Position,External Position,7,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.2058194984137094
0,4347,212,416.0,External Position,External Position,8,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.19737177989561902
0,4347,212,416.0,External Position,External Position,9,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.14908264993706719
0,4347,212,416.0,External Position,External Position,10,cpuload.ram_usage,cpuload,Mechanical/Electrical,0.14778988076563826
0,4348,212,424.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.1568450118947553
0,4348,212,424.0,External Position,External Position,2,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.44090726219118065
0,4348,212,424.0,External Position,External Position,3,estimator_status.pos_test_ratio,estimator_status,Global Position,0.24345897673156447
0,4348,212,424.0,External Position,External Position,4,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.22695238784972993
0,4348,212,424.0,External Position,External Position,5,vehicle_vision_position.y,vehicle_vision_position,External Position,0.21474963336562414
0,4348,212,424.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.21304471947645248
0,4348,212,424.0,External Position,External Position,7,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.20529487347198225
0,4348,212,424.0,External Position,External Position,8,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.19928407169376874
0,4348,212,424.0,External Position,External Position,9,cpuload.ram_usage,cpuload,Mechanical/Electrical,0.15034711025297878
0,4348,212,424.0,External Position,External Position,10,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.14425093466294628
0,4383,215,568.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.7070556201341593
0,4383,215,568.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.347892986751026
0,4383,215,568.0,External Position,External Position,3,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.31541518311908423
0,4383,215,568.0,External Position,External Position,4,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.2858827969577985
0,4383,215,568.0,External Position,External Position,5,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.2841623740836084
0,4383,215,568.0,External Position,External Position,6,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.2769647574448741
0,4383,215,568.0,External Position,External Position,7,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.2233018592911876
0,4383,215,568.0,External Position,External Position,8,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.17921704250804096
0,4383,215,568.0,External Position,External Position,9,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.17843225948024624
0,4383,215,568.0,External Position,External Position,10,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.1367352214679076
0,4384,215,576.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.7034518996696253
0,4384,215,576.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.3479986258174452
0,4384,215,576.0,External Position,External Position,3,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.3174101574490038
0,4384,215,576.0,External Position,External Position,4,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.2854776864189696
0,4384,215,576.0,External Position,External Position,5,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.2841718258934479
0,4384,215,576.0,External Position,External Position,6,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.27818181196948427
0,4384,215,576.0,External Position,External Position,7,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.2233018592911876
0,4384,215,576.0,External Position,External Position,8,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.17936819922072375
0,4384,215,576.0,External Position,External Position,9,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.17921704250804096
0,4384,215,576.0,External Position,External Position,10,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.13642199297864296
0,4385,215,584.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.7306475806591624
0,4385,215,584.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.35620953781558645
0,4385,215,584.0,External Position,External Position,3,vehicle_attitude.q[2],vehicle_attitude,Mechanical/Electrical,0.3130369324153995
0,4385,215,584.0,External Position,External Position,4,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.3027889619213487
0,4385,215,584.0,External Position,External Position,5,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.2781883200160091
0,4385,215,584.0,External Position,External Position,6,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.2420589811954586
0,4385,215,584.0,External Position,External Position,7,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.20442422163725368
0,4385,215,584.0,External Position,External Position,8,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.19140446197362695
0,4385,215,584.0,External Position,External Position,9,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.17499042282759583
0,4385,215,584.0,External Position,External Position,10,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.16031798431608713
0,4386,215,592.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.815051146380201
0,4386,215,592.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.37996265862339834
0,4386,215,592.0,External Position,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.31584479183731423
0,4386,215,592.0,External Position,External Position,4,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.27860503022594474
0,4386,215,592.0,External Position,External Position,5,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.24693663203572144
0,4386,215,592.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.2023614113208104
0,4386,215,592.0,External Position,External Position,7,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.1840334884895374
0,4386,215,592.0,External Position,External Position,8,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.18169753891611615
0,4386,215,592.0,External Position,External Position,9,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.1555879547734715
0,4386,215,592.0,External Position,External Position,10,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.14849252956748576
0,4387,215,600.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.8180744420897568
0,4387,215,600.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.3818669989524738
0,4387,215,600.0,External Position,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.3166584685937743
0,4387,215,600.0,External Position,External Position,4,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.27432257486731454
0,4387,215,600.0,External Position,External Position,5,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.246839342645291
0,4387,215,600.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.2023491264246497
0,4387,215,600.0,External Position,External Position,7,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.18561696912206002
0,4387,215,600.0,External Position,External Position,8,battery_status.discharged_mah,battery_status,Mechanical/Electrical,0.16696408532546966
0,4387,215,600.0,External Position,External Position,9,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.154907928083253
0,4387,215,600.0,External Position,External Position,10,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.14910970728021752
0,4388,215,608.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.847429747646663
0,4388,215,608.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.3842914531880482
0,4388,215,608.0,External Position,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.32004789355216295
0,4388,215,608.0,External Position,External Position,4,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.26792529863422576
0,4388,215,608.0,External Position,External Position,5,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.2467295254493048
0,4388,215,608.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.21127314283963555
0,4388,215,608.0,External Position,External Position,7,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.1967278173076359
0,4388,215,608.0,External Position,External Position,8,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.18675525382864172
0,4388,215,608.0,External Position,External Position,9,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.15285947062587069
0,4388,215,608.0,External Position,External Position,10,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.1462175213327464
0,4389,215,616.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.8517823050033564
0,4389,215,616.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.3842971900777081
0,4389,215,616.0,External Position,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.31991070700619284
0,4389,215,616.0,External Position,External Position,4,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.2678695474401454
0,4389,215,616.0,External Position,External Position,5,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.2467295254493048
0,4389,215,616.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.21127354417713226
0,4389,215,616.0,External Position,External Position,7,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.19672977405056222
0,4389,215,616.0,External Position,External Position,8,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.18655055261318454
0,4389,215,616.0,External Position,External Position,9,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.15242289038312157
0,4389,215,616.0,External Position,External Position,10,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.1452988489749415
0,4390,215,624.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.850286110327572
0,4390,215,624.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.38377884146887686
0,4390,215,624.0,External Position,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.3184290394804124
0,4390,215,624.0,External Position,External Position,4,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.26897726626037805
0,4390,215,624.0,External Position,External Position,5,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.2467295254493048
0,4390,215,624.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.21124444769577477
0,4390,215,624.0,External Position,External Position,7,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.2004879763246083
0,4390,215,624.0,External Position,External Position,8,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.18603712795657787
0,4390,215,624.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.15754176751871707
0,4390,215,624.0,External Position,External Position,10,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.15120438542387019
0,4391,215,632.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.8860978549014495
0,4391,215,632.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.3729116025075067
0,4391,215,632.0,External Position,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.3192695111790638
0,4391,215,632.0,External Position,External Position,4,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.2686450106729074
0,4391,215,632.0,External Position,External Position,5,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.24667404130982779
0,4391,215,632.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.21620557923444766
0,4391,215,632.0,External Position,External Position,7,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.20021620488163105
0,4391,215,632.0,External Position,External Position,8,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.18604144629101851
0,4391,215,632.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.15759004860698214
0,4391,215,632.0,External Position,External Position,10,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.15120438542387019
0,4392,215,640.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.8860978549014495
0,4392,215,640.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.3729077931097429
0,4392,215,640.0,External Position,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.3200843490718409
0,4392,215,640.0,External Position,External Position,4,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.26937469259118263
0,4392,215,640.0,External Position,External Position,5,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.24667404130982779
0,4392,215,640.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.21620557923444766
0,4392,215,640.0,External Position,External Position,7,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.2008258993018413
0,4392,215,640.0,External Position,External Position,8,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.1871651992294842
0,4392,215,640.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.1575869544507967
0,4392,215,640.0,External Position,External Position,10,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.15120307944232544
0,4393,215,648.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.885127480882095
0,4393,215,648.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.3743686907757909
0,4393,215,648.0,External Position,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.3159907479638672
0,4393,215,648.0,External Position,External Position,4,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.2678718609558937
0,4393,215,648.0,External Position,External Position,5,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.24509894924765824
0,4393,215,648.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.21209103042593963
0,4393,215,648.0,External Position,External Position,7,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.20144899713840608
0,4393,215,648.0,External Position,External Position,8,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.19142233904140568
0,4393,215,648.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.15713101744502517
0,4393,215,648.0,External Position,External Position,10,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.15120063952004476
0,4394,215,656.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.900133574566624
0,4394,215,656.0,External Position,External Position,2,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.37241466814188645
0,4394,215,656.0,External Position,External Position,3,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.34721367613107285
0,4394,215,656.0,External Position,External Position,4,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.2667901858763109
0,4394,215,656.0,External Position,External Position,5,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.24360878462174243
0,4394,215,656.0,External Position,External Position,6,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.21024211333872475
0,4394,215,656.0,External Position,External Position,7,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.20155467659393586
0,4394,215,656.0,External Position,External Position,8,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.19153772961986096
0,4394,215,656.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.1643830825583922
0,4394,215,656.0,External Position,External Position,10,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.150596589956232
0,4395,215,664.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.9919878317517017
0,4395,215,664.0,External Position,External Position,2,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.35828615784275825
0,4395,215,664.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.27358854343001937
0,4395,215,664.0,External Position,External Position,4,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.25582136638971054
0,4395,215,664.0,External Position,External Position,5,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.2533425124528714
0,4395,215,664.0,External Position,External Position,6,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.2231972729988969
0,4395,215,664.0,External Position,External Position,7,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.2195628754719786
0,4395,215,664.0,External Position,External Position,8,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.20159351958210256
0,4395,215,664.0,External Position,External Position,9,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.18025831024579453
0,4395,215,664.0,External Position,External Position,10,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.17058028980722467
0,4396,215,672.0,External Position,External Position,1,vehicle_local_position.eph,vehicle_local_position,Global Position,1.992156537027715
0,4396,215,672.0,External Position,External Position,2,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.3592670204288359
0,4396,215,672.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.27358854343001937
0,4396,215,672.0,External Position,External Position,4,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,0.25582136638971054
0,4396,215,672.0,External Position,External Position,5,manual_control_setpoint.y,manual_control_setpoint,Global Position,0.25215871261078804
0,4396,215,672.0,External Position,External Position,6,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.2231603595510776
0,4396,215,672.0,External Position,External Position,7,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.21982364984152242
0,4396,215,672.0,External Position,External Position,8,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,0.20180286440324144
0,4396,215,672.0,External Position,External Position,9,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,0.18128372416594432
0,4396,215,672.0,External Position,External Position,10,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.1728243061940928
0,4487,222,448.0,External Position,External Position,1,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.4623999855409567
0,4487,222,448.0,External Position,External Position,2,vehicle_vision_position.y,vehicle_vision_position,External Position,0.42935211060774175
0,4487,222,448.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.4064289124292539
0,4487,222,448.0,External Position,External Position,4,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.3219241040397684
0,4487,222,448.0,External Position,External Position,5,vehicle_local_position.eph,vehicle_local_position,Global Position,0.289813639094969
0,4487,222,448.0,External Position,External Position,6,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.2755850358010178
0,4487,222,448.0,External Position,External Position,7,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.25649457962559913
0,4487,222,448.0,External Position,External Position,8,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.1866102062385204
0,4487,222,448.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.18569088157651809
0,4487,222,448.0,External Position,External Position,10,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.18045482750201824
0,4488,222,456.0,External Position,External Position,1,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.46264441767912023
0,4488,222,456.0,External Position,External Position,2,vehicle_vision_position.y,vehicle_vision_position,External Position,0.4294246032668158
0,4488,222,456.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.40776148912526505
0,4488,222,456.0,External Position,External Position,4,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.3237027222664015
0,4488,222,456.0,External Position,External Position,5,vehicle_local_position.eph,vehicle_local_position,Global Position,0.2932967304860823
0,4488,222,456.0,External Position,External Position,6,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.27528401088179316
0,4488,222,456.0,External Position,External Position,7,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.2666000222300207
0,4488,222,456.0,External Position,External Position,8,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.20171444323039409
0,4488,222,456.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.19189764207243729
0,4488,222,456.0,External Position,External Position,10,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,0.18481846645812386
0,4489,222,464.0,External Position,External Position,1,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.4717515583647006
0,4489,222,464.0,External Position,External Position,2,vehicle_vision_position.y,vehicle_vision_position,External Position,0.42271014935207846
0,4489,222,464.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.40733451281400324
0,4489,222,464.0,External Position,External Position,4,vehicle_local_position.eph,vehicle_local_position,Global Position,0.29102435399545196
0,4489,222,464.0,External Position,External Position,5,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.28011899842340743
0,4489,222,464.0,External Position,External Position,6,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.2692721992226089
0,4489,222,464.0,External Position,External Position,7,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.25466121068862707
0,4489,222,464.0,External Position,External Position,8,sensor_combined.accelerometer_m_s2[0],sensor_combined,Mechanical/Electrical,0.2226638636917417
0,4489,222,464.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.1859891259894966
0,4489,222,464.0,External Position,External Position,10,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.1809888944227178
0,4490,222,472.0,External Position,External Position,1,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.4589031947839451
0,4490,222,472.0,External Position,External Position,2,vehicle_vision_position.y,vehicle_vision_position,External Position,0.42482976055657373
0,4490,222,472.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.41112193724732565
0,4490,222,472.0,External Position,External Position,4,vehicle_local_position.eph,vehicle_local_position,Global Position,0.28803108357315343
0,4490,222,472.0,External Position,External Position,5,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,0.2688805452974029
0,4490,222,472.0,External Position,External Position,6,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.2672753162425608
0,4490,222,472.0,External Position,External Position,7,estimator_status.pos_vert_accuracy,estimator_status,Altitude,0.2669582362345722
0,4490,222,472.0,External Position,External Position,8,sensor_combined.accelerometer_m_s2[0],sensor_combined,Mechanical/Electrical,0.22092087591276596
0,4490,222,472.0,External Position,External Position,9,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,0.21608894328980185
0,4490,222,472.0,External Position,External Position,10,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,0.19529782780493948
0,4515,224,616.0,External Position,External Position,1,vehicle_vision_position.y,vehicle_vision_position,External Position,0.5554589207450058
0,4515,224,616.0,External Position,External Position,2,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,0.4904758746442275
0,4515,224,616.0,External Position,External Position,3,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,0.40978794971242255
0,4515,224,616.0,External Position,External Position,4,manual_control_setpoint.z,manual_control_setpoint,Altitude,0.31497125641600693
0,4515,224,616.0,External Position,External Position,5,vehicle_local_position.eph,vehicle_local_position,Global Position,0.28955924917612935
0,4515,224,616.0,External Position,External Position,6,vehicle_local_position.z,vehicle_local_position,Altitude,0.2378333904044587
