log_key,relative_path,exists_upstream
2018-09-15/18_27_16,ulg_files/2018-09-15/18_27_16.ulg,True
2018-09-15/18_36_56,ulg_files/2018-09-15/18_36_56.ulg,True
2018-09-15/18_41_01,ulg_files/2018-09-15/18_41_01.ulg,True
2018-09-15/18_45_33,ulg_files/2018-09-15/18_45_33.ulg,True
2018-09-17/07_34_37,ulg_files/2018-09-17/07_34_37.ulg,True
2018-09-17/07_46_13,ulg_files/2018-09-17/07_46_13.ulg,True
2018-09-17/07_50_34,ulg_files/2018-09-17/07_50_34.ulg,True
2018-09-17/07_58_08,ulg_files/2018-09-17/07_58_08.ulg,True
2018-09-17/08_07_28,ulg_files/2018-09-17/08_07_28.ulg,True
2018-09-17/08_17_29,ulg_files/2018-09-17/08_17_29.ulg,True
2018-09-17/08_24_05,ulg_files/2018-09-17/08_24_05.ulg,True
2018-09-17/08_28_04,ulg_files/2018-09-17/08_28_04.ulg,True
2018-09-17/08_33_10,ulg_files/2018-09-17/08_33_10.ulg,True
2018-09-17/08_40_43,ulg_files/2018-09-17/08_40_43.ulg,True
2018-09-17/18_35_46,ulg_files/2018-09-17/18_35_46.ulg,True
2018-09-17/18_40_08,ulg_files/2018-09-17/18_40_08.ulg,True
2018-09-17/18_55_54,ulg_files/2018-09-17/18_55_54.ulg,True
2018-09-18/07_38_12,ulg_files/2018-09-18/07_38_12.ulg,True
2018-09-18/07_41_25,ulg_files/2018-09-18/07_41_25.ulg,True
2018-09-18/07_44_24,ulg_files/2018-09-18/07_44_24.ulg,True
2018-09-18/07_48_03,ulg_files/2018-09-18/07_48_03.ulg,True
2018-09-18/07_55_26,ulg_files/2018-09-18/07_55_26.ulg,True
2018-09-18/08_04_48,ulg_files/2018-09-18/08_04_48.ulg,True
2018-09-18/08_23_46,ulg_files/2018-09-18/08_23_46.ulg,True
2018-09-18/08_29_22,ulg_files/2018-09-18/08_29_22.ulg,True
2018-09-18/08_39_17,ulg_files/2018-09-18/08_39_17.ulg,True
2018-09-18/08_43_39,ulg_files/2018-09-18/08_43_39.ulg,True
2018-09-18/08_48_35,ulg_files/2018-09-18/08_48_35.ulg,True
2018-09-18/08_51_40,ulg_files/2018-09-18/08_51_40.ulg,True
2018-09-18/08_57_01,ulg_files/2018-09-18/08_57_01.ulg,True
2018-09-18/09_02_23,ulg_files/2018-09-18/09_02_23.ulg,True
2018-09-19/07_32_22,ulg_files/2018-09-19/07_32_22.ulg,True
2018-09-19/07_38_07,ulg_files/2018-09-19/07_38_07.ulg,True
2018-09-19/07_41_00,ulg_files/2018-09-19/07_41_00.ulg,True
2018-09-19/07_49_34,ulg_files/2018-09-19/07_49_34.ulg,True
2018-09-19/07_57_22,ulg_files/2018-09-19/07_57_22.ulg,True
2018-09-19/07_57_41,ulg_files/2018-09-19/07_57_41.ulg,True
2018-09-19/08_02_15,ulg_files/2018-09-19/08_02_15.ulg,True
2018-09-19/08_17_46,ulg_files/2018-09-19/08_17_46.ulg,True
2018-09-19/08_18_11,ulg_files/2018-09-19/08_18_11.ulg,True
2018-09-19/08_25_55,ulg_files/2018-09-19/08_25_55.ulg,True
2018-09-19/08_35_21,ulg_files/2018-09-19/08_35_21.ulg,True
2018-09-19/08_49_39,ulg_files/2018-09-19/08_49_39.ulg,True
2018-09-19/08_49_56,ulg_files/2018-09-19/08_49_56.ulg,True
2018-09-19/08_55_56,ulg_files/2018-09-19/08_55_56.ulg,True
2018-09-19/09_05_21,ulg_files/2018-09-19/09_05_21.ulg,True
2018-09-19/15_30_55,ulg_files/2018-09-19/15_30_55.ulg,True
2018-09-19/15_36_37,ulg_files/2018-09-19/15_36_37.ulg,True
2018-09-19/15_48_59,ulg_files/2018-09-19/15_48_59.ulg,True
2018-09-19/15_58_27,ulg_files/2018-09-19/15_58_27.ulg,True
2018-09-19/16_08_00,ulg_files/2018-09-19/16_08_00.ulg,True
2018-09-19/16_16_36,ulg_files/2018-09-19/16_16_36.ulg,True
2018-09-19/16_22_54,ulg_files/2018-09-19/16_22_54.ulg,True
2018-09-19/16_29_03,ulg_files/2018-09-19/16_29_03.ulg,True
2018-09-21/07_57_12,ulg_files/2018-09-21/07_57_12.ulg,True
2018-09-21/07_57_25,ulg_files/2018-09-21/07_57_25.ulg,True
2018-09-21/08_04_59,ulg_files/2018-09-21/08_04_59.ulg,True
2018-09-21/08_16_20,ulg_files/2018-09-21/08_16_20.ulg,True
2018-09-21/19_14_06,ulg_files/2018-09-21/19_14_06.ulg,True
2018-09-21/19_19_30,ulg_files/2018-09-21/19_19_30.ulg,True
2018-09-21/19_19_57,ulg_files/2018-09-21/19_19_57.ulg,True
2018-09-21/19_33_07,ulg_files/2018-09-21/19_33_07.ulg,True
2018-09-21/19_36_27,ulg_files/2018-09-21/19_36_27.ulg,True
2018-09-21/20_05_46,ulg_files/2018-09-21/20_05_46.ulg,True
2018-09-21/20_06_05,ulg_files/2018-09-21/20_06_05.ulg,True
2018-09-21/20_07_57,ulg_files/2018-09-21/20_07_57.ulg,True
2018-09-21/20_17_16,ulg_files/2018-09-21/20_17_16.ulg,True
2018-09-21/20_24_01,ulg_files/2018-09-21/20_24_01.ulg,True
2018-09-21/20_35_04,ulg_files/2018-09-21/20_35_04.ulg,True
2018-09-21/20_40_36,ulg_files/2018-09-21/20_40_36.ulg,True
2018-09-25/07_29_31,ulg_files/2018-09-25/07_29_31.ulg,True
2018-09-25/07_34_04,ulg_files/2018-09-25/07_34_04.ulg,True
2018-09-25/07_39_04,ulg_files/2018-09-25/07_39_04.ulg,True
2018-09-25/07_42_48,ulg_files/2018-09-25/07_42_48.ulg,True
2018-09-25/07_44_21,ulg_files/2018-09-25/07_44_21.ulg,True
2018-09-25/07_50_00,ulg_files/2018-09-25/07_50_00.ulg,True
2018-09-25/07_52_26,ulg_files/2018-09-25/07_52_26.ulg,True
2018-09-25/07_57_05,ulg_files/2018-09-25/07_57_05.ulg,True
2018-09-25/08_03_16,ulg_files/2018-09-25/08_03_16.ulg,True
2018-09-25/08_11_51,ulg_files/2018-09-25/08_11_51.ulg,True
2018-09-25/08_19_32,ulg_files/2018-09-25/08_19_32.ulg,True
2018-09-25/08_26_41,ulg_files/2018-09-25/08_26_41.ulg,True
2018-09-27/08_01_35,ulg_files/2018-09-27/08_01_35.ulg,True
2018-09-27/08_08_56,ulg_files/2018-09-27/08_08_56.ulg,True
2018-09-27/08_11_29,ulg_files/2018-09-27/08_11_29.ulg,True
2018-09-27/08_12_10,ulg_files/2018-09-27/08_12_10.ulg,True
2018-09-27/08_20_24,ulg_files/2018-09-27/08_20_24.ulg,True
2018-09-27/08_27_10,ulg_files/2018-09-27/08_27_10.ulg,True
2018-09-27/08_32_37,ulg_files/2018-09-27/08_32_37.ulg,True
2018-09-27/08_37_20,ulg_files/2018-09-27/08_37_20.ulg,True
2018-10-01/07_36_14,ulg_files/2018-10-01/07_36_14.ulg,True
2018-10-01/07_43_29,ulg_files/2018-10-01/07_43_29.ulg,True
2018-10-01/07_50_55,ulg_files/2018-10-01/07_50_55.ulg,True
2018-10-01/07_55_01,ulg_files/2018-10-01/07_55_01.ulg,True
2018-10-01/07_59_19,ulg_files/2018-10-01/07_59_19.ulg,True
2018-10-01/08_05_14,ulg_files/2018-10-01/08_05_14.ulg,True
2018-10-01/08_08_19,ulg_files/2018-10-01/08_08_19.ulg,True
2018-10-01/08_10_03,ulg_files/2018-10-01/08_10_03.ulg,True
2018-10-01/08_14_21,ulg_files/2018-10-01/08_14_21.ulg,True
2018-10-01/08_15_13,ulg_files/2018-10-01/08_15_13.ulg,True
2018-10-01/08_20_48,ulg_files/2018-10-01/08_20_48.ulg,True
2018-10-01/08_26_38,ulg_files/2018-10-01/08_26_38.ulg,True
2018-10-01/08_31_51,ulg_files/2018-10-01/08_31_51.ulg,True
2018-10-01/08_41_21,ulg_files/2018-10-01/08_41_21.ulg,True
2018-10-01/08_46_57,ulg_files/2018-10-01/08_46_57.ulg,True
2018-10-01/08_48_32,ulg_files/2018-10-01/08_48_32.ulg,True
2018-10-01/08_53_13,ulg_files/2018-10-01/08_53_13.ulg,True
2018-10-02/07_24_27,ulg_files/2018-10-02/07_24_27.ulg,True
2018-10-02/07_28_05,ulg_files/2018-10-02/07_28_05.ulg,True
2018-10-02/07_32_32,ulg_files/2018-10-02/07_32_32.ulg,True
2018-10-02/07_37_01,ulg_files/2018-10-02/07_37_01.ulg,True
2018-10-02/07_41_57,ulg_files/2018-10-02/07_41_57.ulg,True
2018-10-02/07_49_36,ulg_files/2018-10-02/07_49_36.ulg,True
2018-10-02/07_53_56,ulg_files/2018-10-02/07_53_56.ulg,True
2018-10-02/08_00_39,ulg_files/2018-10-02/08_00_39.ulg,True
2018-10-02/08_08_56,ulg_files/2018-10-02/08_08_56.ulg,True
2018-10-02/08_18_28,ulg_files/2018-10-02/08_18_28.ulg,True
2018-10-02/08_29_35,ulg_files/2018-10-02/08_29_35.ulg,True
2018-10-02/08_37_23,ulg_files/2018-10-02/08_37_23.ulg,True
2018-10-03/18_26_20,ulg_files/2018-10-03/18_26_20.ulg,True
2018-10-03/18_31_32,ulg_files/2018-10-03/18_31_32.ulg,True
2018-10-03/18_43_39,ulg_files/2018-10-03/18_43_39.ulg,True
2018-10-03/18_49_12,ulg_files/2018-10-03/18_49_12.ulg,True
2018-10-03/18_53_54,ulg_files/2018-10-03/18_53_54.ulg,True
2018-10-04/07_01_29,ulg_files/2018-10-04/07_01_29.ulg,True
2018-10-04/07_08_03,ulg_files/2018-10-04/07_08_03.ulg,True
2018-10-04/07_10_48,ulg_files/2018-10-04/07_10_48.ulg,True
2018-10-04/07_12_22,ulg_files/2018-10-04/07_12_22.ulg,True
2018-10-04/07_12_50,ulg_files/2018-10-04/07_12_50.ulg,True
2018-10-04/07_13_35,ulg_files/2018-10-04/07_13_35.ulg,True
2018-10-04/07_14_07,ulg_files/2018-10-04/07_14_07.ulg,True
2018-10-04/07_17_05,ulg_files/2018-10-04/07_17_05.ulg,True
2018-10-04/07_21_35,ulg_files/2018-10-04/07_21_35.ulg,True
2018-10-04/07_22_10,ulg_files/2018-10-04/07_22_10.ulg,True
2018-10-04/07_25_27,ulg_files/2018-10-04/07_25_27.ulg,True
2018-10-04/07_27_11,ulg_files/2018-10-04/07_27_11.ulg,True
2018-10-04/07_27_21,ulg_files/2018-10-04/07_27_21.ulg,True
2018-10-04/07_29_32,ulg_files/2018-10-04/07_29_32.ulg,True
2018-10-04/07_29_45,ulg_files/2018-10-04/07_29_45.ulg,True
2018-10-04/07_30_31,ulg_files/2018-10-04/07_30_31.ulg,True
2018-10-04/07_14_51,ulg_files/2018-10-04/07_14_51.ulg,True
2018-10-04/07_01_22,ulg_files/2018-10-04/07_01_22.ulg,True
2018-10-04/07_33_16,ulg_files/2018-10-04/07_33_16.ulg,True
2018-10-04/07_38_25,ulg_files/2018-10-04/07_38_25.ulg,True
2018-10-04/07_38_32,ulg_files/2018-10-04/07_38_32.ulg,True
2018-10-04/07_43_05,ulg_files/2018-10-04/07_43_05.ulg,True
2018-10-04/07_51_56,ulg_files/2018-10-04/07_51_56.ulg,True
2018-10-04/07_54_23,ulg_files/2018-10-04/07_54_23.ulg,True
2018-10-04/08_00_43,ulg_files/2018-10-04/08_00_43.ulg,True
2018-10-04/08_04_18,ulg_files/2018-10-04/08_04_18.ulg,True
2018-10-27/15_43_20,ulg_files/2018-10-27/15_43_20.ulg,True
2018-10-27/15_43_51,ulg_files/2018-10-27/15_43_51.ulg,True
2018-10-27/15_48_34,ulg_files/2018-10-27/15_48_34.ulg,True
2018-10-27/15_51_46,ulg_files/2018-10-27/15_51_46.ulg,True
2018-10-27/15_57_23,ulg_files/2018-10-27/15_57_23.ulg,True
2018-10-27/16_00_09,ulg_files/2018-10-27/16_00_09.ulg,True
2018-11-20/15_16_18,ulg_files/2018-11-20/15_16_18.ulg,True
2018-11-20/15_17_09,ulg_files/2018-11-20/15_17_09.ulg,True
2018-11-20/15_20_01,ulg_files/2018-11-20/15_20_01.ulg,True
2018-11-20/15_21_47,ulg_files/2018-11-20/15_21_47.ulg,True
2018-11-20/15_23_51,ulg_files/2018-11-20/15_23_51.ulg,True
2018-11-20/15_25_52,ulg_files/2018-11-20/15_25_52.ulg,True
2018-11-20/15_27_34,ulg_files/2018-11-20/15_27_34.ulg,True
2018-11-20/15_29_13,ulg_files/2018-11-20/15_29_13.ulg,True
2018-11-20/15_32_06,ulg_files/2018-11-20/15_32_06.ulg,True
2018-11-20/15_33_12,ulg_files/2018-11-20/15_33_12.ulg,True
2018-11-23/08_13_32,ulg_files/2018-11-23/08_13_32.ulg,True
2018-11-23/08_25_52,ulg_files/2018-11-23/08_25_52.ulg,True
2018-11-23/08_30_27,ulg_files/2018-11-23/08_30_27.ulg,True
2018-11-23/08_30_39,ulg_files/2018-11-23/08_30_39.ulg,True
2018-11-23/08_33_49,ulg_files/2018-11-23/08_33_49.ulg,True
2018-11-23/08_34_02,ulg_files/2018-11-23/08_34_02.ulg,True
2018-11-23/08_34_50,ulg_files/2018-11-23/08_34_50.ulg,True
2018-11-23/08_40_43,ulg_files/2018-11-23/08_40_43.ulg,True
2018-11-23/08_55_29,ulg_files/2018-11-23/08_55_29.ulg,True
2018-11-27/07_32_30,ulg_files/2018-11-27/07_32_30.ulg,True
2018-11-27/07_36_53,ulg_files/2018-11-27/07_36_53.ulg,True
2018-11-27/07_42_38,ulg_files/2018-11-27/07_42_38.ulg,True
2018-11-27/07_45_59,ulg_files/2018-11-27/07_45_59.ulg,True
2018-11-27/07_52_27,ulg_files/2018-11-27/07_52_27.ulg,True
2018-11-27/07_59_06,ulg_files/2018-11-27/07_59_06.ulg,True
2018-11-27/08_11_22,ulg_files/2018-11-27/08_11_22.ulg,True
2018-11-27/08_27_47,ulg_files/2018-11-27/08_27_47.ulg,True
2018-11-27/08_49_45,ulg_files/2018-11-27/08_49_45.ulg,True
2018-11-27/08_56_16,ulg_files/2018-11-27/08_56_16.ulg,True
2018-11-28/07_33_39,ulg_files/2018-11-28/07_33_39.ulg,True
2018-11-28/07_37_08,ulg_files/2018-11-28/07_37_08.ulg,True
2018-11-28/07_56_05,ulg_files/2018-11-28/07_56_05.ulg,True
2018-11-28/08_03_10,ulg_files/2018-11-28/08_03_10.ulg,True
2018-11-28/08_13_50,ulg_files/2018-11-28/08_13_50.ulg,True
2018-11-28/08_21_52,ulg_files/2018-11-28/08_21_52.ulg,True
2018-11-28/08_30_57,ulg_files/2018-11-28/08_30_57.ulg,True
2018-11-28/08_39_43,ulg_files/2018-11-28/08_39_43.ulg,True
2018-11-28/08_47_22,ulg_files/2018-11-28/08_47_22.ulg,True
2018-11-28/08_50_43,ulg_files/2018-11-28/08_50_43.ulg,True
2018-11-28/08_59_11,ulg_files/2018-11-28/08_59_11.ulg,True
2018-12-03/07_26_23,ulg_files/2018-12-03/07_26_23.ulg,True
2018-12-03/07_31_50,ulg_files/2018-12-03/07_31_50.ulg,True
2018-12-03/07_43_15,ulg_files/2018-12-03/07_43_15.ulg,True
2018-12-03/07_46_16,ulg_files/2018-12-03/07_46_16.ulg,True
2018-12-03/07_52_12,ulg_files/2018-12-03/07_52_12.ulg,True
2018-12-03/08_17_36,ulg_files/2018-12-03/08_17_36.ulg,True
2018-12-03/08_38_02,ulg_files/2018-12-03/08_38_02.ulg,True
2018-12-03/08_45_02,ulg_files/2018-12-03/08_45_02.ulg,True
2018-12-03/08_52_22,ulg_files/2018-12-03/08_52_22.ulg,True
2018-12-03/09_02_02,ulg_files/2018-12-03/09_02_02.ulg,True
2018-12-04/07_45_29,ulg_files/2018-12-04/07_45_29.ulg,True
2018-12-04/07_49_33,ulg_files/2018-12-04/07_49_33.ulg,True
2018-12-04/07_52_44,ulg_files/2018-12-04/07_52_44.ulg,True
2018-12-04/08_01_22,ulg_files/2018-12-04/08_01_22.ulg,True
2018-12-04/08_06_40,ulg_files/2018-12-04/08_06_40.ulg,True
2018-12-04/08_13_32,ulg_files/2018-12-04/08_13_32.ulg,True
2018-12-04/08_20_03,ulg_files/2018-12-04/08_20_03.ulg,True
2018-12-04/08_31_08,ulg_files/2018-12-04/08_31_08.ulg,True
2018-12-04/08_43_22,ulg_files/2018-12-04/08_43_22.ulg,True
2018-12-04/08_47_34,ulg_files/2018-12-04/08_47_34.ulg,True
2018-12-04/08_50_47,ulg_files/2018-12-04/08_50_47.ulg,True
2018-12-04/08_53_58,ulg_files/2018-12-04/08_53_58.ulg,True
2018-12-10/07_58_08,ulg_files/2018-12-10/07_58_08.ulg,True
2018-12-10/08_15_58,ulg_files/2018-12-10/08_15_58.ulg,True
2018-12-10/08_30_26,ulg_files/2018-12-10/08_30_26.ulg,True
2018-12-10/08_38_24,ulg_files/2018-12-10/08_38_24.ulg,True
2018-12-10/08_49_01,ulg_files/2018-12-10/08_49_01.ulg,True
2018-12-10/08_56_21,ulg_files/2018-12-10/08_56_21.ulg,True
2018-12-10/09_08_26,ulg_files/2018-12-10/09_08_26.ulg,True
2018-12-10/09_20_57,ulg_files/2018-12-10/09_20_57.ulg,True
2018-12-12/07_54_55,ulg_files/2018-12-12/07_54_55.ulg,True
2018-12-12/07_55_44,ulg_files/2018-12-12/07_55_44.ulg,True
2018-12-12/08_00_15,ulg_files/2018-12-12/08_00_15.ulg,True
2018-12-12/08_12_25,ulg_files/2018-12-12/08_12_25.ulg,True
2018-12-12/08_24_39,ulg_files/2018-12-12/08_24_39.ulg,True
2018-12-12/08_33_25,ulg_files/2018-12-12/08_33_25.ulg,True
2018-12-14/07_34_35,ulg_files/2018-12-14/07_34_35.ulg,True
2018-12-14/07_46_36,ulg_files/2018-12-14/07_46_36.ulg,True
2018-12-14/08_10_21,ulg_files/2018-12-14/08_10_21.ulg,True
2018-12-14/08_22_39,ulg_files/2018-12-14/08_22_39.ulg,True
2018-12-14/08_32_31,ulg_files/2018-12-14/08_32_31.ulg,True
2018-12-18/07_49_52,ulg_files/2018-12-18/07_49_52.ulg,True
2018-12-18/07_52_04,ulg_files/2018-12-18/07_52_04.ulg,True
2018-12-18/07_58_10,ulg_files/2018-12-18/07_58_10.ulg,True
2018-12-18/08_03_22,ulg_files/2018-12-18/08_03_22.ulg,True
2018-12-18/08_03_53,ulg_files/2018-12-18/08_03_53.ulg,True
2018-12-18/08_12_51,ulg_files/2018-12-18/08_12_51.ulg,True
2018-12-18/08_18_02,ulg_files/2018-12-18/08_18_02.ulg,True
2018-12-18/08_34_53,ulg_files/2018-12-18/08_34_53.ulg,True
2018-12-18/08_54_02,ulg_files/2018-12-18/08_54_02.ulg,True
2018-12-18/08_54_19,ulg_files/2018-12-18/08_54_19.ulg,True
2018-12-18/09_04_09,ulg_files/2018-12-18/09_04_09.ulg,True
2018-12-18/09_12_16,ulg_files/2018-12-18/09_12_16.ulg,True
2018-12-18/09_23_05,ulg_files/2018-12-18/09_23_05.ulg,True
2018-12-19/07_49_17,ulg_files/2018-12-19/07_49_17.ulg,True
2018-12-19/08_06_30,ulg_files/2018-12-19/08_06_30.ulg,True
2018-12-19/08_14_47,ulg_files/2018-12-19/08_14_47.ulg,True
2018-12-19/08_26_15,ulg_files/2018-12-19/08_26_15.ulg,True
2018-12-19/08_36_16,ulg_files/2018-12-19/08_36_16.ulg,True
2018-12-19/08_41_40,ulg_files/2018-12-19/08_41_40.ulg,True
2018-12-19/08_46_23,ulg_files/2018-12-19/08_46_23.ulg,True
2018-12-19/08_51_09,ulg_files/2018-12-19/08_51_09.ulg,True
2018-12-19/08_53_47,ulg_files/2018-12-19/08_53_47.ulg,True
2018-12-19/09_06_25,ulg_files/2018-12-19/09_06_25.ulg,True
2018-12-19/09_09_45,ulg_files/2018-12-19/09_09_45.ulg,True
2018-12-19/09_13_26,ulg_files/2018-12-19/09_13_26.ulg,True
2018-12-19/09_17_32,ulg_files/2018-12-19/09_17_32.ulg,True
2018-12-19/09_21_35,ulg_files/2018-12-19/09_21_35.ulg,True
2018-12-19/09_24_29,ulg_files/2018-12-19/09_24_29.ulg,True
2018-12-19/09_28_17,ulg_files/2018-12-19/09_28_17.ulg,True
2018-12-19/09_29_42,ulg_files/2018-12-19/09_29_42.ulg,True
2018-12-19/09_31_54,ulg_files/2018-12-19/09_31_54.ulg,True
2018-12-19/09_33_46,ulg_files/2018-12-19/09_33_46.ulg,True
2018-12-20/07_21_02,ulg_files/2018-12-20/07_21_02.ulg,True
2018-12-20/07_25_57,ulg_files/2018-12-20/07_25_57.ulg,True
2018-12-20/07_28_32,ulg_files/2018-12-20/07_28_32.ulg,True
2018-12-20/07_31_37,ulg_files/2018-12-20/07_31_37.ulg,True
2018-12-20/07_34_46,ulg_files/2018-12-20/07_34_46.ulg,True
2018-12-20/07_38_28,ulg_files/2018-12-20/07_38_28.ulg,True
2018-12-20/07_44_23,ulg_files/2018-12-20/07_44_23.ulg,True
2018-12-20/07_47_50,ulg_files/2018-12-20/07_47_50.ulg,True
2018-12-20/07_54_50,ulg_files/2018-12-20/07_54_50.ulg,True
2018-12-20/07_58_46,ulg_files/2018-12-20/07_58_46.ulg,True
2018-12-20/08_06_15,ulg_files/2018-12-20/08_06_15.ulg,True
2018-12-20/08_20_49,ulg_files/2018-12-20/08_20_49.ulg,True
2018-12-20/08_31_12,ulg_files/2018-12-20/08_31_12.ulg,True
2018-12-20/08_46_30,ulg_files/2018-12-20/08_46_30.ulg,True
2018-12-20/08_52_31,ulg_files/2018-12-20/08_52_31.ulg,True
2018-12-20/08_57_35,ulg_files/2018-12-20/08_57_35.ulg,True
2018-12-20/09_09_45,ulg_files/2018-12-20/09_09_45.ulg,True
2018-12-20/09_15_00,ulg_files/2018-12-20/09_15_00.ulg,True
2018-12-20/09_24_00,ulg_files/2018-12-20/09_24_00.ulg,True
2018-12-20/09_48_11,ulg_files/2018-12-20/09_48_11.ulg,True
2018-12-25/08_44_40,ulg_files/2018-12-25/08_44_40.ulg,True
2018-12-25/08_51_51,ulg_files/2018-12-25/08_51_51.ulg,True
2018-12-26/08_53_50,ulg_files/2018-12-26/08_53_50.ulg,True
2018-12-26/08_57_28,ulg_files/2018-12-26/08_57_28.ulg,True
2018-12-26/09_00_35,ulg_files/2018-12-26/09_00_35.ulg,True
2018-12-26/09_04_28,ulg_files/2018-12-26/09_04_28.ulg,True
2018-12-26/09_06_38,ulg_files/2018-12-26/09_06_38.ulg,True
2018-12-26/09_10_31,ulg_files/2018-12-26/09_10_31.ulg,True
2018-12-26/09_15_44,ulg_files/2018-12-26/09_15_44.ulg,True
2018-12-26/09_24_37,ulg_files/2018-12-26/09_24_37.ulg,True
2018-12-26/09_44_29,ulg_files/2018-12-26/09_44_29.ulg,True
2018-12-26/09_52_44,ulg_files/2018-12-26/09_52_44.ulg,True
2018-12-26/09_57_56,ulg_files/2018-12-26/09_57_56.ulg,True
2018-12-26/17_34_44,ulg_files/2018-12-26/17_34_44.ulg,True
2018-12-27/08_37_46,ulg_files/2018-12-27/08_37_46.ulg,True
2018-12-27/08_40_59,ulg_files/2018-12-27/08_40_59.ulg,True
2018-12-27/08_42_11,ulg_files/2018-12-27/08_42_11.ulg,True
2018-12-27/08_54_56,ulg_files/2018-12-27/08_54_56.ulg,True
2018-12-27/08_55_33,ulg_files/2018-12-27/08_55_33.ulg,True
2018-12-27/08_56_36,ulg_files/2018-12-27/08_56_36.ulg,True
2018-12-27/08_57_51,ulg_files/2018-12-27/08_57_51.ulg,True
2018-12-27/09_01_48,ulg_files/2018-12-27/09_01_48.ulg,True
2018-12-27/09_03_21,ulg_files/2018-12-27/09_03_21.ulg,True
2018-12-27/09_04_46,ulg_files/2018-12-27/09_04_46.ulg,True
2018-12-27/09_06_32,ulg_files/2018-12-27/09_06_32.ulg,True
2018-12-27/09_30_59,ulg_files/2018-12-27/09_30_59.ulg,True
2018-12-27/09_36_06,ulg_files/2018-12-27/09_36_06.ulg,True
2018-12-27/09_46_16,ulg_files/2018-12-27/09_46_16.ulg,True
2018-12-28/08_13_51,ulg_files/2018-12-28/08_13_51.ulg,True
2018-12-28/08_17_25,ulg_files/2018-12-28/08_17_25.ulg,True
2018-12-28_oncesi_loglar/sess009/log001,ulg_files/2018-12-28_oncesi_loglar/sess009/log001.ulg,True
2018-12-28_oncesi_loglar/sess010/log004,ulg_files/2018-12-28_oncesi_loglar/sess010/log004.ulg,True
2018-12-31/11_05_14,ulg_files/2018-12-31/11_05_14.ulg,True
2019-01-01/14_39_39,ulg_files/2019-01-01/14_39_39.ulg,True
2019-01-01/14_44_02,ulg_files/2019-01-01/14_44_02.ulg,True
2019-01-01/15_35_34,ulg_files/2019-01-01/15_35_34.ulg,True
2019-01-01/15_39_02,ulg_files/2019-01-01/15_39_02.ulg,True
2019-01-03/07_45_20,ulg_files/2019-01-03/07_45_20.ulg,True
2019-01-03/08_09_31,ulg_files/2019-01-03/08_09_31.ulg,True
2019-01-04/08_01_09,ulg_files/2019-01-04/08_01_09.ulg,True
2019-01-04/08_35_09,ulg_files/2019-01-04/08_35_09.ulg,True
2019-01-04/08_41_03,ulg_files/2019-01-04/08_41_03.ulg,True
2019-01-04/08_48_19,ulg_files/2019-01-04/08_48_19.ulg,True
2019-01-04/08_52_38,ulg_files/2019-01-04/08_52_38.ulg,True
2019-01-04/09_01_28,ulg_files/2019-01-04/09_01_28.ulg,True
2019-01-04/09_03_36,ulg_files/2019-01-04/09_03_36.ulg,True
2019-01-04/09_05_55,ulg_files/2019-01-04/09_05_55.ulg,True
2019-01-04/09_10_41,ulg_files/2019-01-04/09_10_41.ulg,True
2019-01-04/09_17_44,ulg_files/2019-01-04/09_17_44.ulg,True
2019-01-04/09_20_06,ulg_files/2019-01-04/09_20_06.ulg,True
2019-01-04/09_22_14,ulg_files/2019-01-04/09_22_14.ulg,True
2019-01-04/09_24_22,ulg_files/2019-01-04/09_24_22.ulg,True
2019-01-04/sess003/log001,ulg_files/2019-01-04/sess003/log001.ulg,True
2019-01-04/sess003/log002,ulg_files/2019-01-04/sess003/log002.ulg,True
2019-01-07/07_29_12,ulg_files/2019-01-07/07_29_12.ulg,True
2019-01-07/07_37_38,ulg_files/2019-01-07/07_37_38.ulg,True
2019-01-07/07_45_18,ulg_files/2019-01-07/07_45_18.ulg,True
2019-01-07/07_50_14,ulg_files/2019-01-07/07_50_14.ulg,True
2019-01-07/07_53_55,ulg_files/2019-01-07/07_53_55.ulg,True
2019-01-07/07_59_38,ulg_files/2019-01-07/07_59_38.ulg,True
2019-01-07/08_08_23,ulg_files/2019-01-07/08_08_23.ulg,True
2019-01-07/08_16_37,ulg_files/2019-01-07/08_16_37.ulg,True
2019-01-07/08_21_01,ulg_files/2019-01-07/08_21_01.ulg,True
2019-01-07/08_27_59,ulg_files/2019-01-07/08_27_59.ulg,True
2019-01-07/08_35_59,ulg_files/2019-01-07/08_35_59.ulg,True
2019-01-07/08_40_52,ulg_files/2019-01-07/08_40_52.ulg,True
2019-01-08/07_56_17,ulg_files/2019-01-08/07_56_17.ulg,True
2019-01-08/08_08_14,ulg_files/2019-01-08/08_08_14.ulg,True
2019-01-08/08_16_07,ulg_files/2019-01-08/08_16_07.ulg,True
2019-01-08/08_25_04,ulg_files/2019-01-08/08_25_04.ulg,True
2019-01-08/08_30_41,ulg_files/2019-01-08/08_30_41.ulg,True
2019-01-08/08_39_45,ulg_files/2019-01-08/08_39_45.ulg,True
2019-01-08/08_45_03,ulg_files/2019-01-08/08_45_03.ulg,True
2019-01-08/08_52_50,ulg_files/2019-01-08/08_52_50.ulg,True
2019-01-08/08_56_03,ulg_files/2019-01-08/08_56_03.ulg,True
2019-01-08/09_05_30,ulg_files/2019-01-08/09_05_30.ulg,True
2019-01-09/07_43_46,ulg_files/2019-01-09/07_43_46.ulg,True
