log_key,relative_path,status,size_bytes,start_timestamp_us,end_timestamp_us,duration_s,aligned_rows,topic_count,numeric_channel_count,annotation_classes,anomaly_interval_count,parse_error
2018-09-06/14_21_27,ulg_files/2018-09-06/14_21_27.ulg,usable,1325808,77079489,108907026,31.827537,319,22,99,External Position,1,
2018-09-06/14_23_19,ulg_files/2018-09-06/14_23_19.ulg,usable,1985413,44266139,92440861,48.174722,482,22,107,External Position,1,
2018-09-06/14_27_29,ulg_files/2018-09-06/14_27_29.ulg,usable,2023564,92068286,141078514,49.010228,491,22,103,External Position,1,
2018-09-06/14_33_25,ulg_files/2018-09-06/14_33_25.ulg,usable,1609133,111933320,150636844,38.703524,388,22,107,External Position,1,
2018-09-06/14_36_29,ulg_files/2018-09-06/14_36_29.ulg,usable,1897589,38115505,83969496,45.853991,459,22,107,External Position,1,
2018-09-06/14_38_29,ulg_files/2018-09-06/14_38_29.ulg,usable,1709975,47243491,88611762,41.368271,414,22,100,External Position,1,
2018-09-06/14_47_07,ulg_files/2018-09-06/14_47_07.ulg,usable,2368313,36850110,94950462,58.100352,582,22,94,External Position,1,
2018-09-06/14_53_40,ulg_files/2018-09-06/14_53_40.ulg,usable,1586500,3653422,46127509,42.474087,425,22,80,Uncategorized,0,
2018-09-06/14_54_24,ulg_files/2018-09-06/14_54_24.ulg,usable,1578309,47811733,86260241,38.448508,385,22,98,External Position,1,
2018-09-06/15_00_19,ulg_files/2018-09-06/15_00_19.ulg,usable,3595081,35529578,125185821,89.656243,897,22,98,External Position,1,
2018-09-06/15_03_26,ulg_files/2018-09-06/15_03_26.ulg,usable,3358922,62651256,164412283,101.761027,1018,22,76,Normal,0,
2018-09-06/2016-02-12/01_02_39,ulg_files/2018-09-06/2016-02-12/01_02_39.ulg,usable,1149151,141396339,169180690,27.784351,278,21,91,Uncategorized,0,
2018-09-07/12_34_09,ulg_files/2018-09-07/12_34_09.ulg,usable,6016418,47124431,195517658,148.393227,1484,22,105,Normal,0,
2018-09-07/12_39_45,ulg_files/2018-09-07/12_39_45.ulg,usable,5067304,106737421,231445331,124.70791,1248,22,106,External Position,1,
2018-09-07/12_48_42,ulg_files/2018-09-07/12_48_42.ulg,usable,1506652,161583402,193163067,31.579665,316,22,98,External Position,1,
2018-09-07/12_51_41,ulg_files/2018-09-07/12_51_41.ulg,usable,3727839,88428012,167607683,79.179671,792,22,99,External Position,1,
2018-09-07/12_57_30,ulg_files/2018-09-07/12_57_30.ulg,usable,1751951,41809106,84311038,42.501932,426,22,82,External Position,1,
2018-09-07/12_59_34,ulg_files/2018-09-07/12_59_34.ulg,usable,2744905,33769592,100726884,66.957292,670,22,82,External Position,1,
2018-09-07/13_02_17,ulg_files/2018-09-07/13_02_17.ulg,usable,2963851,41379250,113784533,72.405283,725,22,82,External Position,1,
2018-09-07/13_04_43,ulg_files/2018-09-07/13_04_43.ulg,usable,3320439,36371049,117867308,81.496259,815,22,82,Normal,0,
2018-09-07/13_07_23,ulg_files/2018-09-07/13_07_23.ulg,usable,3335548,33416540,115072862,81.656322,817,22,82,Normal,0,
2018-09-07/13_10_36,ulg_files/2018-09-07/13_10_36.ulg,usable,4118984,36063300,138350213,102.286913,1023,22,82,External Position,1,
2018-09-07/13_20_12,ulg_files/2018-09-07/13_20_12.ulg,usable,1913617,33521008,73352438,39.83143,399,22,98,External Position,1,
2018-09-07/13_23_31,ulg_files/2018-09-07/13_23_31.ulg,usable,1755556,36527849,73672070,37.144221,372,22,98,External Position,1,
2018-09-07/13_26_48,ulg_files/2018-09-07/13_26_48.ulg,usable,1156950,54193183,77845690,23.652507,237,22,98,External Position,1,
2018-09-07/13_29_47,ulg_files/2018-09-07/13_29_47.ulg,usable,2406821,33043960,83464690,50.42073,505,22,98,External Position,1,
2018-09-07/13_39_11,ulg_files/2018-09-07/13_39_11.ulg,usable,4302150,54350225,145171284,90.821059,909,22,99,External Position,2,
2018-09-07/13_52_43,ulg_files/2018-09-07/13_52_43.ulg,usable,2642163,35653297,92265191,56.611894,567,22,98,External Position,1,
2018-09-07/13_58_13,ulg_files/2018-09-07/13_58_13.ulg,usable,3396460,143436097,227565297,84.1292,842,22,77,Normal,0,
2018-09-07/14_03_01,ulg_files/2018-09-07/14_03_01.ulg,usable,3531021,146010616,231081888,85.071272,851,22,77,Normal,0,
2018-09-07/14_10_59,ulg_files/2018-09-07/14_10_59.ulg,usable,3150887,83061233,161216071,78.154838,782,22,82,External Position,1,
2018-09-07/14_16_20,ulg_files/2018-09-07/14_16_20.ulg,usable,3494611,91034801,165048697,74.013896,741,22,95,Normal,0,
2018-09-07/14_19_21,ulg_files/2018-09-07/14_19_21.ulg,usable,5462121,39181212,155787483,116.606271,1167,22,94,Normal,0,
2018-09-07/14_26_54,ulg_files/2018-09-07/14_26_54.ulg,usable,5044301,45066760,152709081,107.642321,1077,22,94,Normal,0,
2018-09-07/14_30_45,ulg_files/2018-09-07/14_30_45.ulg,usable,3363385,29229347,100736820,71.507473,716,22,94,Normal,0,
2018-09-07/14_43_50,ulg_files/2018-09-07/14_43_50.ulg,usable,2073407,44145108,87718118,43.57301,436,22,94,Normal,0,
2018-09-08/17_20_54,ulg_files/2018-09-08/17_20_54.ulg,usable,12515316,417397232,517250734,99.853502,999,22,94,External Position,1,
2018-09-08/17_26_26,ulg_files/2018-09-08/17_26_26.ulg,usable,7612392,43276657,107073517,63.79686,638,22,93,External Position,1,
2018-09-08/17_30_27,ulg_files/2018-09-08/17_30_27.ulg,usable,11956172,43586516,140301149,96.714633,968,22,94,Normal,0,
2018-09-08/17_36_24,ulg_files/2018-09-08/17_36_24.ulg,usable,10584143,63068187,146974592,83.906405,840,22,94,External Position,1,
2018-09-08/17_40_05,ulg_files/2018-09-08/17_40_05.ulg,usable,5017556,42163248,85411131,43.247883,433,22,94,Normal,0,
2018-09-08/17_41_57,ulg_files/2018-09-08/17_41_57.ulg,usable,6307794,43167308,93666019,50.498711,505,22,94,Normal,0,
2018-09-08/17_44_37,ulg_files/2018-09-08/17_44_37.ulg,usable,12731919,84584702,184800877,100.216175,1003,22,94,Normal,0,
2018-09-08/17_48_46,ulg_files/2018-09-08/17_48_46.ulg,usable,5357325,90928615,133179898,42.251283,423,22,94,External Position,1,
2018-09-08/17_50_22,ulg_files/2018-09-08/17_50_22.ulg,usable,14159377,34927749,147793551,112.865802,1129,22,94,Normal,0,
2018-09-08/17_56_44,ulg_files/2018-09-08/17_56_44.ulg,usable,5026844,42016224,81493749,39.477525,395,22,94,Normal,0,
2018-09-08/17_58_39,ulg_files/2018-09-08/17_58_39.ulg,usable,5093579,44211001,84379957,40.168956,402,22,99,External Position,1,
2018-09-08/18_01_14,ulg_files/2018-09-08/18_01_14.ulg,usable,5423349,58989300,101559635,42.570335,426,22,94,External Position,1,
2018-09-08/18_03_08,ulg_files/2018-09-08/18_03_08.ulg,usable,4444134,32737743,67994219,35.256476,353,22,94,External Position,1,
2018-09-08/18_07_55,ulg_files/2018-09-08/18_07_55.ulg,usable,11325435,134992268,225984974,90.992706,910,22,94,External Position,1,
2018-09-08/18_11_27,ulg_files/2018-09-08/18_11_27.ulg,usable,13461486,37250146,145789707,108.539561,1086,22,94,Normal,0,
2018-09-08/18_15_39,ulg_files/2018-09-08/18_15_39.ulg,usable,9703969,26515224,103844122,77.328898,774,22,95,Normal,0,
2018-09-08/18_18_28,ulg_files/2018-09-08/18_18_28.ulg,usable,9531897,31185213,106469901,75.284688,753,22,94,Normal,0,
2018-09-08/18_21_08,ulg_files/2018-09-08/18_21_08.ulg,usable,6849794,37801876,91327802,53.525926,536,22,94,Normal,0,
2018-09-08/18_23_15,ulg_files/2018-09-08/18_23_15.ulg,usable,8051199,41542907,106712655,65.169748,652,22,94,Normal,0,
2018-09-08/18_26_14,ulg_files/2018-09-08/18_26_14.ulg,usable,12161225,42954861,139513242,96.558381,966,22,94,Normal,0,
2018-09-08/18_29_43,ulg_files/2018-09-08/18_29_43.ulg,usable,5232554,30429188,72834374,42.405186,425,22,94,Normal,0,
2018-09-08/18_31_20,ulg_files/2018-09-08/18_31_20.ulg,usable,5442688,41629594,86398945,44.769351,448,22,101,External Position,1,
2018-09-08/18_33_06,ulg_files/2018-09-08/18_33_06.ulg,usable,5628318,25275830,70882035,45.606205,457,22,94,Normal,0,
2018-09-08/18_37_09,ulg_files/2018-09-08/18_37_09.ulg,usable,5584762,29874660,74023966,44.149306,442,22,99,External Position,1,
2018-09-08/18_40_19,ulg_files/2018-09-08/18_40_19.ulg,usable,6462870,50236562,102208346,51.971784,520,22,99,External Position,1,
2018-09-08/18_42_34,ulg_files/2018-09-08/18_42_34.ulg,usable,7296946,28184934,86568073,58.383139,584,22,99,Normal,0,
2018-09-08/18_46_38,ulg_files/2018-09-08/18_46_38.ulg,usable,6795229,35458244,90470865,55.012621,551,22,94,Normal,0,
2018-09-08/18_51_39,ulg_files/2018-09-08/18_51_39.ulg,usable,4859803,46718376,84912599,38.194223,382,22,99,External Position,1,
2018-09-08/18_54_01,ulg_files/2018-09-08/18_54_01.ulg,usable,4429761,29834503,64550556,34.716053,348,22,100,External Position,1,
2018-09-08/18_56_26,ulg_files/2018-09-08/18_56_26.ulg,usable,4536924,34301276,69994586,35.69331,357,22,92,Normal,0,
2018-09-10/07_29_03,ulg_files/2018-09-10/07_29_03.ulg,usable,9874350,419172117,500909297,81.73718,818,22,93,Normal,0,
2018-09-10/07_33_01,ulg_files/2018-09-10/07_33_01.ulg,usable,3459664,124888147,153243560,28.355413,284,22,94,External Position,1,
2018-09-10/07_36_58,ulg_files/2018-09-10/07_36_58.ulg,usable,3439501,71962214,99820232,27.858018,279,22,94,External Position,1,
2018-09-10/07_41_13,ulg_files/2018-09-10/07_41_13.ulg,usable,9783428,65245711,145393663,80.147952,802,22,94,Normal,0,
2018-09-10/07_44_54,ulg_files/2018-09-10/07_44_54.ulg,usable,8881746,29017731,101441542,72.423811,725,22,94,Normal,0,
2018-09-10/07_47_58,ulg_files/2018-09-10/07_47_58.ulg,usable,9616317,35297936,113316803,78.018867,781,22,94,Normal,0,
2018-09-10/07_52_17,ulg_files/2018-09-10/07_52_17.ulg,usable,6646353,35462456,88819175,53.356719,534,22,94,Normal,0,
2018-09-10/07_54_58,ulg_files/2018-09-10/07_54_58.ulg,usable,8168611,33916447,98990044,65.073597,651,22,94,Normal,0,
2018-09-10/07_58_30,ulg_files/2018-09-10/07_58_30.ulg,usable,11592003,73397337,164707841,91.310504,914,22,94,Normal,0,
2018-09-10/08_02_49,ulg_files/2018-09-10/08_02_49.ulg,usable,4668436,38452001,75342387,36.890386,369,22,94,External Position,1,
2018-09-10/08_04_54,ulg_files/2018-09-10/08_04_54.ulg,usable,6107120,36595050,85397716,48.802666,489,22,94,Normal,0,
2018-09-10/08_07_27,ulg_files/2018-09-10/08_07_27.ulg,usable,10240311,35015023,115493399,80.478376,805,22,94,Normal,0,
2018-09-10/08_10_16,ulg_files/2018-09-10/08_10_16.ulg,usable,9847254,39326259,117036061,77.709802,778,22,94,Normal,0,
2018-09-10/08_13_04,ulg_files/2018-09-10/08_13_04.ulg,usable,7637538,40555101,101049674,60.494573,605,22,94,Normal,0,
2018-09-10/08_15_27,ulg_files/2018-09-10/08_15_27.ulg,usable,6914134,35716652,90036005,54.319353,544,22,94,Normal,0,
2018-09-10/08_20_33,ulg_files/2018-09-10/08_20_33.ulg,usable,10966998,170744461,258353018,87.608557,877,22,93,Normal,0,
2018-09-10/08_23_45,ulg_files/2018-09-10/08_23_45.ulg,usable,14723069,44056695,160801025,116.74433,1168,22,94,Normal,0,
2018-09-10/08_27_38,ulg_files/2018-09-10/08_27_38.ulg,usable,6838236,47370914,101850403,54.479489,545,22,94,Normal,0,
2018-09-10/08_30_01,ulg_files/2018-09-10/08_30_01.ulg,usable,9122119,36756375,108748387,71.992012,720,22,93,Normal,0,
2018-09-10/08_32_37,ulg_files/2018-09-10/08_32_37.ulg,usable,9523683,35716818,110772989,75.056171,751,22,94,Normal,0,
2018-09-10/08_41_34,ulg_files/2018-09-10/08_41_34.ulg,usable,5634020,44312359,91847730,47.535371,476,22,94,Normal,0,
2018-09-10/19_07_23,ulg_files/2018-09-10/19_07_23.ulg,usable,18274666,270665066,433294094,162.629028,1627,22,98,External Position,1,
2018-09-10/19_12_58,ulg_files/2018-09-10/19_12_58.ulg,usable,8677584,57118680,131777246,74.658566,747,22,94,Normal,0,
2018-09-10/19_15_38,ulg_files/2018-09-10/19_15_38.ulg,usable,14687335,56453103,172070637,115.617534,1157,22,94,External Position,1,
2018-09-10/19_19_16,ulg_files/2018-09-10/19_19_16.ulg,usable,6465531,53172955,104305417,51.132462,512,22,94,External Position,1,
2018-09-10/19_21_54,ulg_files/2018-09-10/19_21_54.ulg,usable,13180748,80184189,184885055,104.700866,1048,22,93,Normal,0,
2018-09-10/19_24_47,ulg_files/2018-09-10/19_24_47.ulg,usable,15233165,26652933,148295219,121.642286,1217,22,94,Normal,0,
2018-09-11/07_25_53,ulg_files/2018-09-11/07_25_53.ulg,usable,16891990,331974179,465514733,133.540554,1336,22,94,Normal,0,
2018-09-11/07_29_26,ulg_files/2018-09-11/07_29_26.ulg,usable,7349042,44426011,108760400,64.334389,644,22,94,Altitude,6,
2018-09-11/07_31_37,ulg_files/2018-09-11/07_31_37.ulg,usable,4424481,32347513,69989606,37.642093,377,22,94,Altitude,1,
2018-09-11/07_36_30,ulg_files/2018-09-11/07_36_30.ulg,usable,5253791,49931331,95352317,45.420986,455,22,94,Altitude,1,
2018-09-11/07_38_44,ulg_files/2018-09-11/07_38_44.ulg,usable,6615296,64356956,122943751,58.586795,586,22,94,Normal,0,
2018-09-11/07_42_11,ulg_files/2018-09-11/07_42_11.ulg,usable,10435426,37863337,131134503,93.271166,933,22,94,Normal,0,
2018-09-11/07_45_17,ulg_files/2018-09-11/07_45_17.ulg,usable,4458431,31034582,65730152,34.69557,347,22,94,Altitude,1,
2018-09-11/07_46_51,ulg_files/2018-09-11/07_46_51.ulg,usable,16820783,31854013,167059325,135.205312,1353,22,94,Normal,0,
2018-09-11/07_51_46,ulg_files/2018-09-11/07_51_46.ulg,usable,11362210,29307660,119958875,90.651215,907,22,91,Normal,0,
2018-09-11/07_54_52,ulg_files/2018-09-11/07_54_52.ulg,usable,4941923,34086327,73282162,39.195835,392,22,94,Normal,0,
2018-09-11/07_55_43,ulg_files/2018-09-11/07_55_43.ulg,usable,7623891,85664114,146146757,60.482643,605,22,94,Normal,0,
2018-09-11/07_57_54,ulg_files/2018-09-11/07_57_54.ulg,usable,6087808,32774636,81080470,48.305834,484,22,91,Normal,0,
2018-09-11/08_00_34,ulg_files/2018-09-11/08_00_34.ulg,usable,17243202,74109497,212164417,138.05492,1381,22,86,Normal,0,
2018-09-11/08_03_41,ulg_files/2018-09-11/08_03_41.ulg,usable,9736054,30082154,107635617,77.553463,776,22,92,Normal,0,
2018-09-11/08_07_20,ulg_files/2018-09-11/08_07_20.ulg,usable,9321019,38888555,112640039,73.751484,738,22,95,Normal,0,
2018-09-11/08_12_21,ulg_files/2018-09-11/08_12_21.ulg,usable,21567051,182262496,352744467,170.481971,1705,22,92,Normal,0,
2018-09-11/08_16_50,ulg_files/2018-09-11/08_16_50.ulg,usable,8591658,35385537,103203450,67.817913,679,22,88,Normal,0,
2018-09-11/08_18_39,ulg_files/2018-09-11/08_18_39.ulg,usable,6205251,30611866,80175852,49.563986,496,22,91,Normal,0,
2018-09-11/08_22_25,ulg_files/2018-09-11/08_22_25.ulg,usable,7411645,25510661,85087448,59.576787,596,22,96,Normal,0,
2018-09-11/08_25_54,ulg_files/2018-09-11/08_25_54.ulg,usable,5935078,38287243,85463755,47.176512,472,22,94,Normal,0,
2018-09-11/08_30_17,ulg_files/2018-09-11/08_30_17.ulg,usable,15987310,33888050,159778143,125.890093,1259,22,94,Altitude,1,
2018-09-12/18_35_39,ulg_files/2018-09-12/18_35_39.ulg,usable,11191614,79601935,179793040,100.191105,1002,21,99,Normal,0,
2018-09-12/18_38_27,ulg_files/2018-09-12/18_38_27.ulg,usable,8048409,49879699,152618572,102.738873,1028,21,103,Normal,0,
2018-09-12/18_42_41,ulg_files/2018-09-12/18_42_41.ulg,usable,2623383,46490828,76408526,29.917698,300,22,99,External Position,1,
2018-09-12/18_46_47,ulg_files/2018-09-12/18_46_47.ulg,usable,2838527,43749747,76896714,33.146967,332,22,75,Normal,0,
2018-09-12/18_48_30,ulg_files/2018-09-12/18_48_30.ulg,usable,7677246,36403647,127551924,91.148277,912,22,80,Normal,0,
2018-09-12/18_51_50,ulg_files/2018-09-12/18_51_50.ulg,usable,6474675,44436013,125452479,81.016466,811,22,80,Normal,0,
2018-09-12/18_59_10,ulg_files/2018-09-12/18_59_10.ulg,usable,11554705,47137165,149849778,102.712613,1028,22,94,Normal,0,
2018-09-12/19_14_19,ulg_files/2018-09-12/19_14_19.ulg,usable,8615878,35318271,104994218,69.675947,697,22,94,Normal,0,
2018-09-12/19_20_24,ulg_files/2018-09-12/19_20_24.ulg,usable,8653062,42940306,118948596,76.00829,761,22,100,External Position,1,
2018-09-12/19_28_20,ulg_files/2018-09-12/19_28_20.ulg,usable,3906151,112179115,147578566,35.399451,354,22,99,External Position,1,
2018-09-14/07_36_08,ulg_files/2018-09-14/07_36_08.ulg,usable,5425118,83625323,129393353,45.76803,458,22,94,Normal,0,
2018-09-14/07_40_52,ulg_files/2018-09-14/07_40_52.ulg,usable,18304651,32899136,191863243,158.964107,1590,22,94,Normal,0,
2018-09-14/07_45_42,ulg_files/2018-09-14/07_45_42.ulg,usable,14271490,39811091,157498611,117.68752,1177,22,94,Normal,0,
2018-09-14/07_49_38,ulg_files/2018-09-14/07_49_38.ulg,usable,9971747,70860772,151537295,80.676523,807,22,94,Normal,0,
2018-09-14/07_52_46,ulg_files/2018-09-14/07_52_46.ulg,usable,5484759,38301752,82802314,44.500562,446,22,94,Normal,0,
2018-09-14/07_55_09,ulg_files/2018-09-14/07_55_09.ulg,usable,7731429,35604679,103302597,67.697918,677,22,94,Normal,0,
2018-09-14/07_57_33,ulg_files/2018-09-14/07_57_33.ulg,usable,8910947,31195842,105669784,74.473942,745,22,94,Normal,0,
2018-09-14/08_00_52,ulg_files/2018-09-14/08_00_52.ulg,usable,12042223,49605995,147686976,98.080981,981,22,94,Normal,0,
2018-09-14/08_05_42,ulg_files/2018-09-14/08_05_42.ulg,usable,6798360,124633578,179472502,54.838924,549,22,94,Normal,0,
2018-09-14/08_18_08,ulg_files/2018-09-14/08_18_08.ulg,usable,7725281,105110688,170197723,65.087035,651,22,95,Normal,0,
2018-09-14/08_27_55,ulg_files/2018-09-14/08_27_55.ulg,usable,8858245,169467482,244572725,75.105243,752,22,93,Normal,0,
2018-09-14/08_57_38,ulg_files/2018-09-14/08_57_38.ulg,usable,5239343,105145910,146717742,41.571832,416,22,94,Normal,0,
2018-09-14/09_02_59,ulg_files/2018-09-14/09_02_59.ulg,usable,18187955,176691054,319862769,143.171715,1432,22,94,Normal,0,
2018-09-14/09_08_16,ulg_files/2018-09-14/09_08_16.ulg,usable,7284712,117853874,175278158,57.424284,575,22,95,Normal,0,
2018-09-15/16_57_53,ulg_files/2018-09-15/16_57_53.ulg,usable,9970948,533838269,620869484,87.031215,871,22,94,Normal,0,
2018-09-15/17_01_53,ulg_files/2018-09-15/17_01_53.ulg,usable,11476163,66910182,184944573,118.034391,1181,22,93,Normal,0,
2018-09-15/17_10_15,ulg_files/2018-09-15/17_10_15.ulg,usable,14705262,37966064,192491119,154.525055,1546,22,97,Uncategorized,0,
2018-09-15/17_16_19,ulg_files/2018-09-15/17_16_19.ulg,usable,19931509,81480049,239730468,158.250419,1583,22,98,External Position,4,
2018-09-15/17_20_38,ulg_files/2018-09-15/17_20_38.ulg,usable,3019561,58781401,82761236,23.979835,240,22,93,Normal,0,
2018-09-15/17_21_15,ulg_files/2018-09-15/17_21_15.ulg,usable,1403288,95404171,106419042,11.014871,111,22,86,Uncategorized,0,
2018-09-15/17_22_19,ulg_files/2018-09-15/17_22_19.ulg,usable,3608705,36896016,65864569,28.968553,290,22,93,Normal,0,
2018-09-15/17_28_56,ulg_files/2018-09-15/17_28_56.ulg,usable,5784435,232500551,278289638,45.789087,458,22,98,External Position,1,
2018-09-15/17_33_56,ulg_files/2018-09-15/17_33_56.ulg,usable,5443650,62912697,105863743,42.951046,430,22,98,External Position,1,
2018-09-15/17_36_51,ulg_files/2018-09-15/17_36_51.ulg,usable,13740497,237414347,345858070,108.443723,1085,22,96,External Position,1,
2018-09-15/17_48_11,ulg_files/2018-09-15/17_48_11.ulg,usable,9743784,57236648,133920477,76.683829,767,22,98,External Position,1,
2018-09-15/17_59_18,ulg_files/2018-09-15/17_59_18.ulg,usable,12539270,39088620,139377575,100.288955,1003,22,94,External Position,1,
2018-09-15/18_07_28,ulg_files/2018-09-15/18_07_28.ulg,usable,1396681,85073100,96087093,11.013993,111,22,78,Uncategorized,0,
2018-09-15/18_07_41,ulg_files/2018-09-15/18_07_41.ulg,usable,20447899,97987251,259957533,161.970282,1620,22,94,Normal,0,
2018-09-15/18_16_47,ulg_files/2018-09-15/18_16_47.ulg,usable,7768618,216180729,277821329,61.6406,617,22,94,External Position,1,
2018-09-15/18_21_12,ulg_files/2018-09-15/18_21_12.ulg,usable,14499813,98548929,213426036,114.877107,1149,22,97,External Position,1,
2018-09-15/18_27_16,ulg_files/2018-09-15/18_27_16.ulg,usable,17623491,31249402,173737480,142.488078,1425,22,94,External Position,1,
2018-09-15/18_36_56,ulg_files/2018-09-15/18_36_56.ulg,usable,8988590,35143200,106278551,71.135351,712,22,98,External Position,1,
2018-09-15/18_41_01,ulg_files/2018-09-15/18_41_01.ulg,usable,10436569,31001561,113585327,82.583766,826,22,98,External Position,1,
2018-09-15/18_45_33,ulg_files/2018-09-15/18_45_33.ulg,usable,9765932,175260138,252570201,77.310063,774,22,93,External Position,4,
2018-09-17/07_34_37,ulg_files/2018-09-17/07_34_37.ulg,usable,31199536,418607917,670145927,251.53801,2516,22,94,Normal,0,
2018-09-17/07_46_13,ulg_files/2018-09-17/07_46_13.ulg,usable,8655757,88017981,155802472,67.784491,678,22,93,External Position,2,
2018-09-17/07_50_34,ulg_files/2018-09-17/07_50_34.ulg,usable,8615810,55145521,123069885,67.924364,680,22,94,External Position,1,
2018-09-17/07_58_08,ulg_files/2018-09-17/07_58_08.ulg,usable,13088706,94508509,200235906,105.727397,1058,22,95,External Position,2,
2018-09-17/08_07_28,ulg_files/2018-09-17/08_07_28.ulg,usable,20113367,91096934,250207088,159.110154,1592,22,93,Uncategorized,0,
2018-09-17/08_17_29,ulg_files/2018-09-17/08_17_29.ulg,usable,10306377,405652388,486674662,81.022274,811,22,95,Altitude,1,
2018-09-17/08_24_05,ulg_files/2018-09-17/08_24_05.ulg,usable,7157791,110500461,166702483,56.202022,563,22,99,External Position,2,
2018-09-17/08_28_04,ulg_files/2018-09-17/08_28_04.ulg,usable,6873875,349061958,405341619,56.279661,563,22,94,Normal,0,
2018-09-17/08_33_10,ulg_files/2018-09-17/08_33_10.ulg,usable,13991876,179497023,291053813,111.55679,1116,22,95,Normal,0,
2018-09-17/08_40_43,ulg_files/2018-09-17/08_40_43.ulg,usable,14028162,68432925,179810618,111.377693,1114,22,95,Normal,0,
2018-09-17/18_35_46,ulg_files/2018-09-17/18_35_46.ulg,usable,15781333,657513101,781891468,124.378367,1244,22,93,Uncategorized,0,
2018-09-17/18_40_08,ulg_files/2018-09-17/18_40_08.ulg,usable,13738708,43303909,154768471,111.464562,1115,22,94,External Position,4,
2018-09-17/18_55_54,ulg_files/2018-09-17/18_55_54.ulg,usable,9725819,528561779,606375935,77.814156,779,22,93,Normal,0,
2018-09-18/07_38_12,ulg_files/2018-09-18/07_38_12.ulg,usable,7893623,758983838,822354538,63.3707,634,22,94,Normal,0,
2018-09-18/07_41_25,ulg_files/2018-09-18/07_41_25.ulg,usable,6613488,74705292,127320596,52.615304,527,22,93,Uncategorized,0,
2018-09-18/07_44_24,ulg_files/2018-09-18/07_44_24.ulg,usable,10594248,58186264,141562743,83.376479,834,22,94,Normal,0,
2018-09-18/07_48_03,ulg_files/2018-09-18/07_48_03.ulg,usable,25004969,46012072,246443715,200.431643,2005,22,95,Normal,0,
2018-09-18/07_55_26,ulg_files/2018-09-18/07_55_26.ulg,usable,25397895,188388772,388229479,199.840707,1999,22,95,Normal,0,
2018-09-18/08_04_48,ulg_files/2018-09-18/08_04_48.ulg,usable,25647100,150558974,354897306,204.338332,2044,22,95,Normal,0,
2018-09-18/08_23_46,ulg_files/2018-09-18/08_23_46.ulg,usable,5000734,139834460,179176359,39.341899,394,22,94,Uncategorized,0,
2018-09-18/08_29_22,ulg_files/2018-09-18/08_29_22.ulg,usable,5969052,159446436,206861006,47.41457,475,22,94,Uncategorized,0,
2018-09-18/08_39_17,ulg_files/2018-09-18/08_39_17.ulg,usable,23035934,420382786,601965174,181.582388,1816,22,94,Normal,0,
2018-09-18/08_43_39,ulg_files/2018-09-18/08_43_39.ulg,usable,4960051,682101716,721321517,39.219801,393,22,93,Uncategorized,0,
2018-09-18/08_48_35,ulg_files/2018-09-18/08_48_35.ulg,usable,13615185,74538126,182026748,107.488622,1075,22,94,Altitude,1,
2018-09-18/08_51_40,ulg_files/2018-09-18/08_51_40.ulg,usable,19515473,259810968,414286556,154.475588,1545,22,94,Altitude,2,
2018-09-18/08_57_01,ulg_files/2018-09-18/08_57_01.ulg,usable,16319318,71154244,203445508,132.291264,1323,22,94,Normal,0,
2018-09-18/09_02_23,ulg_files/2018-09-18/09_02_23.ulg,usable,27982576,114295342,338814091,224.518749,2246,22,94,External Position,2,
2018-09-19/07_32_22,ulg_files/2018-09-19/07_32_22.ulg,usable,14723066,434325367,550834096,116.508729,1166,22,92,External Position,5,
2018-09-19/07_38_07,ulg_files/2018-09-19/07_38_07.ulg,usable,8276850,49127203,115905644,66.778441,668,22,93,External Position,3,
2018-09-19/07_41_00,ulg_files/2018-09-19/07_41_00.ulg,usable,33180191,64974833,332303968,267.329135,2674,22,94,External Position,1,
2018-09-19/07_49_34,ulg_files/2018-09-19/07_49_34.ulg,usable,26216864,127150700,337043572,209.892872,2099,22,95,External Position,1,
2018-09-19/07_57_22,ulg_files/2018-09-19/07_57_22.ulg,usable,1384677,116246216,127244569,10.998353,110,22,76,Uncategorized,0,
2018-09-19/07_57_41,ulg_files/2018-09-19/07_57_41.ulg,usable,15884225,135790998,262540527,126.749529,1268,22,94,Altitude,1,
2018-09-19/08_02_15,ulg_files/2018-09-19/08_02_15.ulg,usable,8863775,62351252,131328649,68.977397,690,22,94,External Position,1,
2018-09-19/08_17_46,ulg_files/2018-09-19/08_17_46.ulg,usable,1400459,92768885,103771843,11.002958,111,22,76,Uncategorized,0,
2018-09-19/08_18_11,ulg_files/2018-09-19/08_18_11.ulg,usable,12451025,117762461,217765572,100.003111,1001,22,94,Normal,0,
2018-09-19/08_25_55,ulg_files/2018-09-19/08_25_55.ulg,usable,23055377,282915993,465607382,182.691389,1827,22,94,Normal,0,
2018-09-19/08_35_21,ulg_files/2018-09-19/08_35_21.ulg,usable,24412760,68867075,266601543,197.734468,1978,22,94,Normal,0,
2018-09-19/08_49_39,ulg_files/2018-09-19/08_49_39.ulg,usable,1376173,56517295,67518285,11.00099,111,22,76,Uncategorized,0,
2018-09-19/08_49_56,ulg_files/2018-09-19/08_49_56.ulg,usable,20288709,73352244,232581397,159.229153,1593,22,94,Normal,0,
2018-09-19/08_55_56,ulg_files/2018-09-19/08_55_56.ulg,usable,18388104,40087458,185589062,145.501604,1456,22,94,Normal,0,
