log_key,status,path,rows,positive_rows
2018-09-08/17_41_57,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__17_41_57.npz,505,0
2018-09-08/17_44_37,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__17_44_37.npz,1003,0
2018-09-08/17_48_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__17_48_46.npz,423,84
2018-09-08/17_50_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__17_50_22.npz,1129,0
2018-09-08/17_56_44,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__17_56_44.npz,395,0
2018-09-08/17_58_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__17_58_39.npz,402,68
2018-09-08/18_01_14,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_01_14.npz,426,103
2018-09-08/18_03_08,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_03_08.npz,353,46
2018-09-08/18_07_55,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_07_55.npz,910,230
2018-09-08/18_11_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_11_27.npz,1086,0
2018-09-08/18_15_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_15_39.npz,774,0
2018-09-08/18_18_28,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_18_28.npz,753,0
2018-09-08/18_21_08,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_21_08.npz,536,0
2018-09-08/18_23_15,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_23_15.npz,652,0
2018-09-08/18_26_14,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_26_14.npz,966,0
2018-09-08/18_29_43,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_29_43.npz,425,0
2018-09-08/18_31_20,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_31_20.npz,448,71
2018-09-08/18_33_06,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_33_06.npz,457,0
2018-09-08/18_37_09,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_37_09.npz,442,117
2018-09-08/18_40_19,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_40_19.npz,520,72
2018-09-08/18_42_34,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_42_34.npz,584,0
2018-09-08/18_46_38,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_46_38.npz,551,0
2018-09-08/18_51_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_51_39.npz,382,96
2018-09-08/18_54_01,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_54_01.npz,348,64
2018-09-08/18_56_26,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-08__18_56_26.npz,357,0
2018-09-10/07_29_03,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__07_29_03.npz,818,0
2018-09-10/07_33_01,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__07_33_01.npz,284,89
2018-09-10/07_36_58,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__07_36_58.npz,279,47
2018-09-10/07_41_13,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__07_41_13.npz,802,0
2018-09-10/07_44_54,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__07_44_54.npz,725,0
2018-09-10/07_47_58,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__07_47_58.npz,781,0
2018-09-10/07_52_17,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__07_52_17.npz,534,0
2018-09-10/07_54_58,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__07_54_58.npz,651,0
2018-09-10/07_58_30,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__07_58_30.npz,914,0
2018-09-10/08_02_49,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_02_49.npz,369,110
2018-09-10/08_04_54,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_04_54.npz,489,0
2018-09-10/08_07_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_07_27.npz,805,0
2018-09-10/08_10_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_10_16.npz,778,0
2018-09-10/08_13_04,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_13_04.npz,605,0
2018-09-10/08_15_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_15_27.npz,544,0
2018-09-10/08_20_33,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_20_33.npz,877,0
2018-09-10/08_23_45,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_23_45.npz,1168,0
2018-09-10/08_27_38,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_27_38.npz,545,0
2018-09-10/08_30_01,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_30_01.npz,720,0
2018-09-10/08_32_37,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_32_37.npz,751,0
2018-09-10/08_41_34,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__08_41_34.npz,476,0
2018-09-10/19_07_23,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__19_07_23.npz,1627,97
2018-09-10/19_12_58,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__19_12_58.npz,747,0
2018-09-10/19_15_38,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__19_15_38.npz,1157,71
2018-09-10/19_19_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__19_19_16.npz,512,33
2018-09-10/19_21_54,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__19_21_54.npz,1048,0
2018-09-10/19_24_47,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-10__19_24_47.npz,1217,0
2018-09-11/07_25_53,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_25_53.npz,1336,0
2018-09-11/07_29_26,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_29_26.npz,644,96
2018-09-11/07_31_37,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_31_37.npz,377,9
2018-09-11/07_36_30,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_36_30.npz,455,21
2018-09-11/07_38_44,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_38_44.npz,586,0
2018-09-11/07_42_11,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_42_11.npz,933,0
2018-09-11/07_45_17,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_45_17.npz,347,13
2018-09-11/07_46_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_46_51.npz,1353,0
2018-09-11/07_51_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_51_46.npz,907,0
2018-09-11/07_54_52,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_54_52.npz,392,0
2018-09-11/07_55_43,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_55_43.npz,605,0
2018-09-11/07_57_54,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__07_57_54.npz,484,0
2018-09-11/08_00_34,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__08_00_34.npz,1381,0
2018-09-11/08_03_41,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__08_03_41.npz,776,0
2018-09-11/08_07_20,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__08_07_20.npz,738,0
2018-09-11/08_12_21,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__08_12_21.npz,1705,0
2018-09-11/08_16_50,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__08_16_50.npz,679,0
2018-09-11/08_18_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__08_18_39.npz,496,0
2018-09-11/08_22_25,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__08_22_25.npz,596,0
2018-09-11/08_25_54,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__08_25_54.npz,472,0
2018-09-11/08_30_17,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-11__08_30_17.npz,1259,67
2018-09-12/18_35_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-12__18_35_39.npz,1002,0
2018-09-12/18_38_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-12__18_38_27.npz,1028,0
2018-09-12/18_42_41,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-12__18_42_41.npz,300,51
2018-09-12/18_46_47,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-12__18_46_47.npz,332,0
2018-09-12/18_48_30,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-12__18_48_30.npz,912,0
2018-09-12/18_51_50,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-12__18_51_50.npz,811,0
2018-09-12/18_59_10,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-12__18_59_10.npz,1028,0
2018-09-12/19_14_19,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-12__19_14_19.npz,697,0
2018-09-12/19_20_24,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-12__19_20_24.npz,761,54
2018-09-12/19_28_20,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-12__19_28_20.npz,354,26
2018-09-14/07_36_08,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__07_36_08.npz,458,0
2018-09-14/07_40_52,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__07_40_52.npz,1590,0
2018-09-14/07_45_42,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__07_45_42.npz,1177,0
2018-09-14/07_49_38,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__07_49_38.npz,807,0
2018-09-14/07_52_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__07_52_46.npz,446,0
2018-09-14/07_55_09,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__07_55_09.npz,677,0
2018-09-14/07_57_33,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__07_57_33.npz,745,0
2018-09-14/08_00_52,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__08_00_52.npz,981,0
2018-09-14/08_05_42,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__08_05_42.npz,549,0
2018-09-14/08_18_08,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__08_18_08.npz,651,0
2018-09-14/08_27_55,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__08_27_55.npz,752,0
2018-09-14/08_57_38,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__08_57_38.npz,416,0
2018-09-14/09_02_59,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__09_02_59.npz,1432,0
2018-09-14/09_08_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-14__09_08_16.npz,575,0
2018-09-15/16_57_53,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__16_57_53.npz,871,0
2018-09-15/17_01_53,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_01_53.npz,1181,0
2018-09-15/17_10_15,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_10_15.npz,1546,0
2018-09-15/17_16_19,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_16_19.npz,1583,343
2018-09-15/17_20_38,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_20_38.npz,240,0
2018-09-15/17_21_15,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_21_15.npz,111,0
2018-09-15/17_22_19,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_22_19.npz,290,0
2018-09-15/17_28_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_28_56.npz,458,75
2018-09-15/17_33_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_33_56.npz,430,76
2018-09-15/17_36_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_36_51.npz,1085,78
2018-09-15/17_48_11,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_48_11.npz,767,101
2018-09-15/17_59_18,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__17_59_18.npz,1003,20
2018-09-15/18_07_28,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__18_07_28.npz,111,0
2018-09-15/18_07_41,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__18_07_41.npz,1620,0
2018-09-15/18_16_47,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__18_16_47.npz,617,33
2018-09-15/18_21_12,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__18_21_12.npz,1149,89
2018-09-15/18_27_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__18_27_16.npz,1425,32
2018-09-15/18_36_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__18_36_56.npz,712,84
2018-09-15/18_41_01,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__18_41_01.npz,826,49
2018-09-15/18_45_33,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-15__18_45_33.npz,774,82
2018-09-17/07_34_37,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__07_34_37.npz,2516,0
2018-09-17/07_46_13,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__07_46_13.npz,678,74
2018-09-17/07_50_34,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__07_50_34.npz,680,16
2018-09-17/07_58_08,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__07_58_08.npz,1058,151
2018-09-17/08_07_28,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__08_07_28.npz,1592,0
2018-09-17/08_17_29,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__08_17_29.npz,811,260
2018-09-17/08_24_05,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__08_24_05.npz,563,64
2018-09-17/08_28_04,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__08_28_04.npz,563,0
2018-09-17/08_33_10,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__08_33_10.npz,1116,0
2018-09-17/08_40_43,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__08_40_43.npz,1114,0
2018-09-17/18_35_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__18_35_46.npz,1244,0
2018-09-17/18_40_08,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__18_40_08.npz,1115,68
2018-09-17/18_55_54,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-17__18_55_54.npz,779,0
2018-09-18/07_38_12,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__07_38_12.npz,634,0
2018-09-18/07_41_25,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__07_41_25.npz,527,0
2018-09-18/07_44_24,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__07_44_24.npz,834,0
2018-09-18/07_48_03,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__07_48_03.npz,2005,0
2018-09-18/07_55_26,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__07_55_26.npz,1999,0
2018-09-18/08_04_48,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__08_04_48.npz,2044,0
2018-09-18/08_23_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__08_23_46.npz,394,0
2018-09-18/08_29_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__08_29_22.npz,475,0
2018-09-18/08_39_17,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__08_39_17.npz,1816,0
2018-09-18/08_43_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__08_43_39.npz,393,0
2018-09-18/08_48_35,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__08_48_35.npz,1075,82
2018-09-18/08_51_40,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__08_51_40.npz,1545,678
2018-09-18/08_57_01,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__08_57_01.npz,1323,0
2018-09-18/09_02_23,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-18__09_02_23.npz,2246,64
2018-09-19/07_32_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__07_32_22.npz,1166,179
2018-09-19/07_38_07,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__07_38_07.npz,668,47
2018-09-19/07_41_00,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__07_41_00.npz,2674,35
2018-09-19/07_49_34,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__07_49_34.npz,2099,57
2018-09-19/07_57_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__07_57_22.npz,110,0
2018-09-19/07_57_41,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__07_57_41.npz,1268,92
2018-09-19/08_02_15,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__08_02_15.npz,690,9
2018-09-19/08_17_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__08_17_46.npz,111,0
2018-09-19/08_18_11,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__08_18_11.npz,1001,0
2018-09-19/08_25_55,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__08_25_55.npz,1827,0
2018-09-19/08_35_21,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__08_35_21.npz,1978,0
2018-09-19/08_49_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__08_49_39.npz,111,0
2018-09-19/08_49_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__08_49_56.npz,1593,0
2018-09-19/08_55_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__08_55_56.npz,1456,0
2018-09-19/09_05_21,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__09_05_21.npz,747,24
2018-09-19/15_30_55,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__15_30_55.npz,1119,0
2018-09-19/15_36_37,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__15_36_37.npz,1798,0
2018-09-19/15_48_59,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__15_48_59.npz,1523,0
2018-09-19/15_58_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__15_58_27.npz,2058,1322
2018-09-19/16_08_00,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__16_08_00.npz,1692,0
2018-09-19/16_16_36,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__16_16_36.npz,1880,0
2018-09-19/16_22_54,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__16_22_54.npz,1931,0
2018-09-19/16_29_03,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-19__16_29_03.npz,1830,0
2018-09-21/07_57_12,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__07_57_12.npz,109,0
2018-09-21/07_57_25,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__07_57_25.npz,1580,0
2018-09-21/08_04_59,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__08_04_59.npz,4609,0
2018-09-21/08_16_20,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__08_16_20.npz,1873,0
2018-09-21/19_14_06,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__19_14_06.npz,1108,0
2018-09-21/19_19_30,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__19_19_30.npz,111,0
2018-09-21/19_19_57,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__19_19_57.npz,1119,0
2018-09-21/19_33_07,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__19_33_07.npz,342,0
2018-09-21/19_36_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__19_36_27.npz,3633,2118
2018-09-21/20_05_46,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__20_05_46.npz,111,0
2018-09-21/20_06_05,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__20_06_05.npz,278,20
2018-09-21/20_07_57,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__20_07_57.npz,1029,0
2018-09-21/20_17_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__20_17_16.npz,703,0
2018-09-21/20_24_01,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__20_24_01.npz,3800,0
2018-09-21/20_35_04,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__20_35_04.npz,771,0
2018-09-21/20_40_36,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-21__20_40_36.npz,521,0
2018-09-25/07_29_31,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__07_29_31.npz,1174,0
2018-09-25/07_34_04,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__07_34_04.npz,1484,231
2018-09-25/07_39_04,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__07_39_04.npz,939,0
2018-09-25/07_42_48,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__07_42_48.npz,371,0
2018-09-25/07_44_21,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__07_44_21.npz,751,23
2018-09-25/07_50_00,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__07_50_00.npz,361,34
2018-09-25/07_52_26,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__07_52_26.npz,1530,495
2018-09-25/07_57_05,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__07_57_05.npz,1246,0
2018-09-25/08_03_16,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__08_03_16.npz,2599,0
2018-09-25/08_11_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__08_11_51.npz,1536,0
2018-09-25/08_19_32,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__08_19_32.npz,1645,0
2018-09-25/08_26_41,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-25__08_26_41.npz,1950,0
2018-09-27/07_23_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-27__07_23_56.npz,1194,0
2018-09-27/08_01_35,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-27__08_01_35.npz,2530,0
2018-09-27/08_08_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-27__08_08_56.npz,1281,73
2018-09-27/08_11_29,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-27__08_11_29.npz,354,0
2018-09-27/08_12_10,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-27__08_12_10.npz,1959,704
2018-09-27/08_20_24,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-27__08_20_24.npz,1376,105
2018-09-27/08_27_10,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-27__08_27_10.npz,1871,252
2018-09-27/08_32_37,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-27__08_32_37.npz,1361,121
2018-09-27/08_37_20,ok,D:\UAV\data\processed\p2\aligned_npz\2018-09-27__08_37_20.npz,2321,362
2018-10-01/07_36_14,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__07_36_14.npz,1282,0
2018-10-01/07_43_29,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__07_43_29.npz,3071,0
2018-10-01/07_50_55,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__07_50_55.npz,1605,0
2018-10-01/07_55_01,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__07_55_01.npz,758,62
2018-10-01/07_59_19,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__07_59_19.npz,1141,0
2018-10-01/08_05_14,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_05_14.npz,981,111
2018-10-01/08_08_19,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_08_19.npz,412,69
2018-10-01/08_10_03,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_10_03.npz,1171,28
2018-10-01/08_14_21,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_14_21.npz,403,0
2018-10-01/08_15_13,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_15_13.npz,264,0
2018-10-01/08_20_48,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_20_48.npz,1119,0
2018-10-01/08_26_38,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_26_38.npz,618,0
2018-10-01/08_31_51,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_31_51.npz,636,0
2018-10-01/08_41_21,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_41_21.npz,1270,0
2018-10-01/08_46_57,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_46_57.npz,677,0
2018-10-01/08_48_32,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_48_32.npz,933,0
2018-10-01/08_53_13,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-01__08_53_13.npz,637,0
2018-10-02/07_24_27,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__07_24_27.npz,957,0
2018-10-02/07_28_05,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__07_28_05.npz,1497,0
2018-10-02/07_32_32,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__07_32_32.npz,1394,0
2018-10-02/07_37_01,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__07_37_01.npz,891,0
2018-10-02/07_41_57,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__07_41_57.npz,2174,0
2018-10-02/07_49_36,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__07_49_36.npz,886,0
2018-10-02/07_53_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__07_53_56.npz,579,0
2018-10-02/08_00_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__08_00_39.npz,1711,0
2018-10-02/08_08_56,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__08_08_56.npz,1621,0
2018-10-02/08_18_28,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__08_18_28.npz,1629,0
2018-10-02/08_29_35,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__08_29_35.npz,1719,0
2018-10-02/08_37_23,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-02__08_37_23.npz,1058,0
2018-10-03/18_26_20,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-03__18_26_20.npz,840,0
2018-10-03/18_31_32,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-03__18_31_32.npz,1801,0
2018-10-03/18_43_39,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-03__18_43_39.npz,2077,0
2018-10-03/18_49_12,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-03__18_49_12.npz,1738,0
2018-10-03/18_53_54,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-03__18_53_54.npz,1642,0
2018-10-04/07_01_22,ok,D:\UAV\data\processed\p2\aligned_npz\2018-10-04__07_01_22.npz,842,431
